Vehicle_ID,Vehicle_Type,Speed (km/h),Position_X,Position_Y,Vehicle_Priority,Communication_Mode,Slice_ID,Slice_Type,Requested_Bandwidth (Mbps),Allocated_Bandwidth (Mbps),Scheduling_Algorithm,Latency (ms),Energy_Consumption (W),AI_Optimization_Score,Vehicle_Mobility_Index,Congestion_Level,Signal_Strength (dBm),Traffic_Density,Weather_Condition,Throughput (Mbps),AI_Decision_Time (ms),Network_Stability_Index,Packet_Loss_Rate (%),Throughput_Efficiency,Time_Stamp,Time_of_Day
V110,Truck,108,363,416,0,V2X,Slice3,mMTC,281,118,Reinforcement Learning,47,30,0.8508411018999429,0.6722627868134208,7,-73,45,Clear,41,30,8.827245921543648,3.1616787282471743,0.7428264783562936,2025-01-25 14:31:53,Night
V111,Motorcycle,25,983,107,1,V2I,Slice1,mMTC,77,146,Simulated Annealing,73,18,0.9258022138152753,0.5200629598580281,10,-90,35,Snow,103,38,8.465796650002252,0.24909780345877264,0.8077354772532046,2025-01-25 15:11:17,Morning
V112,SUV,81,186,85,0,V2X,Slice2,eMBB,243,166,Genetic Algorithm,55,25,0.7105563586283123,0.4846396279159174,8,-66,84,Rain,139,29,9.354876605685313,3.0308826058234635,0.7195285886338102,2025-01-25 15:20:08,Afternoon
V113,Truck,87,220,291,0,V2V,Slice3,eMBB,140,88,Reinforcement Learning,52,37,0.9629891111438902,0.8661534978644256,1,-61,40,Fog,114,40,7.943866082337847,2.355129599785151,0.9455141554800652,2025-01-25 17:03:52,Night
V114,Motorcycle,80,890,628,0,V2I,Slice1,mMTC,270,102,Simulated Annealing,72,10,0.9973105409044165,0.7637974834290358,9,-64,58,Snow,122,16,8.33285390797336,1.8020190802983755,0.8354421999461688,2025-01-25 21:29:06,Evening
V115,Motorcycle,82,168,896,1,V2X,Slice1,URLLC,55,225,Reinforcement Learning,47,46,0.833915483112359,0.49018726806655666,2,-83,15,Clear,80,26,6.574931335480166,0.7958169731101766,0.8856728281720447,2025-01-25 23:10:31,Night
V116,SUV,41,975,425,0,V2V,Slice3,mMTC,72,236,Simulated Annealing,97,14,0.9533259508162424,0.6975958618017265,8,-67,86,Snow,68,25,8.084121072731769,0.6259934549405777,0.7303635949212159,2025-01-25 13:17:11,Night
V117,Motorcycle,39,670,696,1,V2I,Slice3,mMTC,253,231,Simulated Annealing,15,21,0.8255027668910203,0.9976322094857643,6,-64,34,Clear,97,34,7.260432068319801,2.5360333869598355,0.7020814276389142,2025-01-25 00:39:03,Afternoon
V118,SUV,108,731,390,0,V2X,Slice2,URLLC,154,44,Genetic Algorithm,39,19,0.7315449344798813,0.7159536329789367,8,-89,28,Clear,58,43,7.8053847602084545,0.8360227267418063,0.9944016394046604,2025-01-25 11:52:39,Evening
V119,Truck,29,747,71,1,V2X,Slice2,eMBB,249,46,Genetic Algorithm,78,27,0.8507041171277308,0.9473452870720103,8,-67,59,Snow,144,32,9.346843977233693,3.746198915317188,0.7432697064865255,2025-01-25 12:30:45,Afternoon
V120,Sedan,74,490,199,1,V2I,Slice3,mMTC,251,67,Reinforcement Learning,20,24,0.7532622325695439,0.9013082740319068,5,-64,82,Rain,87,49,8.686976015570181,3.8633607017700577,0.9490032816379996,2025-01-25 00:02:35,Evening
V121,Sedan,100,34,89,1,V2I,Slice3,eMBB,130,130,Genetic Algorithm,82,11,0.7573980002094596,0.4663264746388909,7,-87,94,Fog,100,45,6.24346659646348,1.4412810979496444,0.8921945850626699,2025-01-25 23:45:03,Night
V122,Sedan,99,625,983,1,V2I,Slice2,mMTC,114,160,Simulated Annealing,22,25,0.9386061189302948,0.6427584143625863,1,-70,30,Clear,117,33,9.835340383144871,3.0869596508429478,0.9416456330321827,2025-01-25 20:40:19,Night
V123,Sedan,75,847,922,0,V2I,Slice1,URLLC,116,176,Reinforcement Learning,69,49,0.7308858675471425,0.7358324728119714,10,-68,16,Snow,76,20,7.029793896136832,0.31216173901361277,0.8807086981768789,2025-01-25 14:32:54,Night
V124,SUV,118,470,979,0,V2I,Slice2,mMTC,157,218,Genetic Algorithm,26,18,0.7881645259275674,0.7895792942773872,9,-65,25,Clear,95,11,7.8370054015915755,4.5366511925164845,0.8167231736788547,2025-01-25 09:47:36,Evening
V125,SUV,84,589,743,0,V2I,Slice3,mMTC,174,178,Genetic Algorithm,64,38,0.808683573412878,0.5748652393285162,4,-61,16,Snow,126,37,7.877966103882342,3.1319843260450324,0.8586510873055433,2025-01-25 17:45:09,Morning
V126,Truck,103,562,504,0,V2I,Slice3,eMBB,95,211,Simulated Annealing,17,25,0.9727771953301674,0.40461581728640444,7,-87,59,Clear,63,45,8.593108666954159,1.7757060773735467,0.860334334617946,2025-01-25 11:24:57,Afternoon
V127,SUV,112,800,834,0,V2V,Slice3,eMBB,205,83,Reinforcement Learning,11,21,0.8830077448051068,0.5857825246408337,8,-84,74,Rain,68,41,9.37920024456901,2.7592054276457025,0.7535121383222504,2025-01-25 13:00:48,Evening
V128,SUV,34,617,187,1,V2V,Slice3,mMTC,283,158,Reinforcement Learning,28,23,0.7169788563798742,0.7399099171951913,2,-72,76,Clear,103,15,7.129276901947356,1.7482510520637062,0.8917502522036356,2025-01-25 17:02:09,Afternoon
V129,Motorcycle,101,381,710,0,V2V,Slice3,mMTC,277,245,Simulated Annealing,60,49,0.7843232809314371,0.6103470462980838,5,-86,66,Clear,112,31,7.179606579898291,0.40490546966855223,0.7524712880876234,2025-01-25 01:13:22,Evening
V130,Sedan,47,441,970,0,V2V,Slice2,URLLC,108,47,Simulated Annealing,68,47,0.7191546332779964,0.6284466526368166,9,-66,17,Snow,57,25,6.890724449391369,1.3110806363525134,0.8624877290267667,2025-01-25 18:47:27,Afternoon
V131,SUV,35,73,94,1,V2X,Slice1,mMTC,97,238,Simulated Annealing,31,42,0.9207809121785793,0.9020111605977412,2,-67,52,Snow,144,21,9.03971110817957,0.05182706484752275,0.9016487860084705,2025-01-25 16:52:39,Afternoon
V132,SUV,99,714,870,0,V2V,Slice2,URLLC,203,189,Genetic Algorithm,20,34,0.7582827423729176,0.6501554019846191,3,-74,59,Snow,104,22,8.54497274031973,3.862630588167277,0.9434545645874067,2025-01-25 23:58:57,Evening
V133,Sedan,79,580,933,1,V2I,Slice2,eMBB,235,223,Genetic Algorithm,87,32,0.7669017967351399,0.9809960129185619,9,-82,45,Fog,63,11,6.839209789510193,4.833088361105538,0.8630130249700074,2025-01-25 12:02:14,Morning
V134,SUV,76,276,17,0,V2V,Slice3,URLLC,138,93,Genetic Algorithm,25,16,0.7362211460469776,0.49841668656824056,2,-80,53,Rain,59,24,7.7874596823164515,1.5310688368324266,0.8843484402127224,2025-01-25 16:36:01,Morning
V135,Motorcycle,94,219,658,0,V2I,Slice3,mMTC,147,96,Reinforcement Learning,87,42,0.9065682024674454,0.45404217840432487,2,-85,92,Clear,107,11,7.623953256030068,3.5856056012783633,0.918199400819695,2025-01-25 01:37:18,Afternoon
V136,SUV,34,245,534,0,V2X,Slice3,eMBB,244,89,Simulated Annealing,44,16,0.8553971375470125,0.5277447396883754,10,-67,91,Snow,116,31,8.14942259877471,2.617848483190937,0.8088684495628091,2025-01-25 09:50:47,Morning
V137,Sedan,69,195,298,1,V2V,Slice3,URLLC,106,36,Simulated Annealing,99,30,0.779445306797086,0.4527926432097095,5,-61,62,Fog,53,23,9.284612090505181,0.10624059438409217,0.7140426615589065,2025-01-25 20:40:41,Afternoon
V138,Truck,40,391,217,0,V2V,Slice1,eMBB,77,179,Reinforcement Learning,85,20,0.9377702954285992,0.5496490004123512,8,-80,25,Clear,91,39,9.5701815091975,4.87251123885395,0.7887389319404227,2025-01-25 09:29:51,Night
V139,Truck,67,999,519,1,V2X,Slice2,URLLC,296,195,Simulated Annealing,17,27,0.8746353737720964,0.7262655087116185,6,-68,34,Clear,53,31,6.869742389506338,4.812408414103318,0.7355053496871763,2025-01-25 12:30:33,Night
V140,SUV,50,435,954,1,V2I,Slice1,mMTC,78,101,Simulated Annealing,98,20,0.7544836943227881,0.5552892357647858,1,-61,55,Fog,103,22,8.412125136613687,4.448593789859208,0.9280373678825212,2025-01-25 20:51:42,Evening
V141,Motorcycle,83,29,974,1,V2I,Slice1,mMTC,62,128,Genetic Algorithm,96,30,0.7055448467771624,0.890858898692442,3,-87,89,Snow,129,18,9.209814603756987,1.5747741869150107,0.9441874399249551,2025-01-25 00:58:46,Morning
V142,Motorcycle,78,160,571,1,V2V,Slice1,URLLC,177,97,Reinforcement Learning,14,28,0.7270370425188117,0.6152543939224137,10,-79,98,Fog,65,46,6.5488864589436675,0.6695982803395889,0.990615509140587,2025-01-25 00:18:27,Morning
V143,SUV,115,684,667,1,V2V,Slice1,eMBB,283,136,Simulated Annealing,22,36,0.8003672924475255,0.6422944971221145,1,-89,34,Fog,83,34,7.36546893742177,1.5738569645555611,0.880461868884457,2025-01-25 18:44:06,Morning
V144,Sedan,97,743,429,0,V2V,Slice1,URLLC,152,50,Reinforcement Learning,25,21,0.7235464746215672,0.45209398067798573,5,-80,92,Clear,92,29,6.645231735285478,3.684755639738505,0.8428859327681062,2025-01-25 08:44:33,Night
V145,Motorcycle,57,53,506,0,V2V,Slice3,mMTC,230,194,Genetic Algorithm,80,11,0.7731120146458188,0.5623267931492875,4,-77,4,Rain,141,24,7.507604838051135,2.389581888779155,0.9822805406963487,2025-01-25 23:08:19,Morning
V146,SUV,102,362,140,0,V2V,Slice1,eMBB,197,236,Reinforcement Learning,66,15,0.7232021477491257,0.4722832739139602,1,-90,92,Rain,44,33,6.1671663328782715,4.584746492715503,0.9758566161907112,2025-01-25 12:03:29,Morning
V147,Truck,106,31,182,0,V2V,Slice1,URLLC,168,202,Reinforcement Learning,48,48,0.7223394198711064,0.5395775080871188,1,-82,50,Clear,108,34,7.9761151051698125,0.09739854347150523,0.8925176993949977,2025-01-25 21:02:10,Afternoon
V148,Motorcycle,56,98,935,0,V2I,Slice2,eMBB,199,249,Simulated Annealing,42,23,0.7924595930106816,0.7951348622344232,9,-70,88,Fog,44,10,9.98608563834143,4.807685066634859,0.9321467774765562,2025-01-25 05:07:11,Afternoon
V149,Motorcycle,33,544,386,0,V2I,Slice1,eMBB,62,87,Simulated Annealing,89,34,0.8540720612203818,0.6290390477621752,7,-77,31,Snow,57,47,9.500220081220228,4.790143780953192,0.7596163110540208,2025-01-25 10:25:25,Evening
V150,SUV,81,254,534,0,V2X,Slice1,mMTC,121,199,Simulated Annealing,47,48,0.8030149129695735,0.41147416723289965,2,-77,82,Rain,101,15,8.035234833191788,3.9217044578067806,0.8544587087813065,2025-01-25 13:04:28,Morning
V151,Sedan,89,292,331,1,V2X,Slice2,eMBB,176,204,Genetic Algorithm,98,24,0.7308322455590625,0.5604424960165966,1,-84,37,Snow,145,19,8.348205538690578,2.536409262834804,0.8022038184450302,2025-01-25 00:06:42,Night
V152,Motorcycle,66,849,533,1,V2V,Slice2,mMTC,234,98,Reinforcement Learning,71,33,0.7166263514100187,0.9228854487467808,7,-75,24,Rain,124,45,9.072335432782541,1.7912271962999837,0.9470682917820307,2025-01-25 20:05:38,Evening
V153,Truck,95,425,290,1,V2V,Slice2,URLLC,155,62,Genetic Algorithm,98,30,0.758767405471164,0.6267347804368315,5,-83,94,Clear,90,18,6.927983432450822,4.77787139349236,0.9670268438107119,2025-01-25 13:34:39,Afternoon
V154,Motorcycle,115,831,642,1,V2X,Slice3,mMTC,260,89,Reinforcement Learning,45,42,0.909919861752154,0.7377064337789654,9,-87,24,Snow,64,40,8.198628962675338,3.4454461432196464,0.8203872732837004,2025-01-25 17:10:38,Afternoon
V155,Truck,89,420,819,1,V2X,Slice3,eMBB,118,161,Reinforcement Learning,49,29,0.9004961500954072,0.687249443455233,5,-80,73,Snow,97,44,7.93275985086865,3.8219915279961896,0.8436435747056501,2025-01-25 00:02:05,Night
V156,SUV,58,593,42,0,V2X,Slice3,mMTC,118,98,Genetic Algorithm,70,15,0.9683513964899728,0.984192818731443,9,-84,84,Snow,97,11,7.53790109715374,4.04120087456186,0.7692287822433254,2025-01-25 08:53:25,Night
V157,Sedan,90,284,608,1,V2I,Slice1,eMBB,147,138,Simulated Annealing,72,17,0.973715593715252,0.5672696452146199,9,-65,71,Snow,141,35,7.823043886195062,4.3024663749812335,0.9634099881281375,2025-01-25 07:26:37,Afternoon
V158,SUV,103,890,501,1,V2X,Slice1,URLLC,175,82,Genetic Algorithm,76,40,0.931585476295701,0.824241769056961,3,-89,39,Clear,117,48,9.07803945334867,2.507272126900235,0.7416425660566888,2025-01-25 15:59:40,Evening
V159,Sedan,100,887,815,0,V2X,Slice2,mMTC,98,96,Simulated Annealing,55,16,0.7051083877513461,0.7578335309665931,2,-68,69,Snow,88,29,7.521637139943362,4.782441909225429,0.9751366418410666,2025-01-25 17:25:22,Afternoon
V160,Truck,52,584,90,0,V2V,Slice2,eMBB,175,212,Simulated Annealing,82,45,0.7325404665514895,0.7717090262068533,5,-74,70,Rain,144,11,9.67716171718949,1.4755252259383678,0.885134503402361,2025-01-25 05:45:21,Morning
V161,Truck,70,386,764,0,V2I,Slice2,eMBB,147,114,Genetic Algorithm,91,37,0.9219531751628008,0.8838723539341831,10,-87,29,Rain,146,35,9.591822140901389,3.9535793104042445,0.7735252202691505,2025-01-25 15:25:12,Evening
V162,SUV,64,947,25,1,V2V,Slice2,eMBB,60,99,Simulated Annealing,57,46,0.9479119084706309,0.5001053217697714,3,-76,50,Clear,143,28,9.894819043177955,0.6352682049928171,0.8278376432806811,2025-01-25 13:39:43,Evening
V163,Truck,53,927,835,1,V2X,Slice2,URLLC,295,104,Genetic Algorithm,86,43,0.8835345066124103,0.906463862559335,9,-70,23,Fog,81,15,6.2573699367487645,1.8418339519140026,0.7304832616549292,2025-01-25 12:16:32,Night
V164,Truck,66,587,969,1,V2X,Slice1,eMBB,279,246,Reinforcement Learning,21,33,0.8091195834873575,0.46200774408709244,5,-68,7,Clear,87,38,8.428741621996899,2.220769545684896,0.8783338619336349,2025-01-25 04:51:24,Afternoon
V165,SUV,96,173,953,0,V2X,Slice2,eMBB,184,37,Simulated Annealing,12,45,0.7552348251367006,0.7988180878416975,10,-66,7,Rain,96,31,6.82592032267017,2.770335694483561,0.9420856869054948,2025-01-25 15:04:49,Night
V166,Sedan,56,94,747,1,V2X,Slice3,mMTC,193,210,Reinforcement Learning,25,15,0.9029375365112375,0.5243043166483258,5,-87,59,Clear,69,23,6.320613628436156,0.3771441774307577,0.8956018997727307,2025-01-25 10:36:13,Afternoon
V167,Truck,22,224,945,0,V2V,Slice3,URLLC,67,121,Simulated Annealing,41,33,0.8237933816909402,0.7852819414227037,6,-67,30,Fog,125,23,8.055712681291869,1.9775700479309348,0.7495373399327738,2025-01-25 04:42:19,Evening
V168,Sedan,87,0,632,1,V2V,Slice3,mMTC,247,222,Simulated Annealing,29,21,0.8112681345714591,0.4692241601362158,4,-65,44,Snow,57,48,9.733198934431758,1.559192204968705,0.8656466485275139,2025-01-25 02:46:05,Night
V169,Motorcycle,96,479,861,0,V2X,Slice1,URLLC,291,210,Simulated Annealing,93,40,0.8409690881126908,0.8257511804438848,1,-74,62,Fog,113,45,7.178449157678859,2.309618650580499,0.9483541969836676,2025-01-25 21:57:45,Afternoon
V170,Truck,29,480,372,0,V2X,Slice3,eMBB,294,145,Simulated Annealing,39,39,0.950904903548168,0.593132821218638,3,-68,67,Snow,127,45,7.593621591340726,3.649318937912339,0.9582061258006097,2025-01-25 18:33:50,Evening
V171,Motorcycle,40,302,179,0,V2I,Slice3,URLLC,164,55,Simulated Annealing,69,28,0.892805892801518,0.799086400231157,4,-72,99,Fog,131,23,8.73042828898653,0.7564741840720113,0.9235241718601399,2025-01-25 12:35:26,Morning
V172,Motorcycle,98,535,349,0,V2X,Slice1,URLLC,173,125,Reinforcement Learning,89,31,0.8666057748437467,0.7284507037584829,3,-70,1,Clear,112,45,9.500363472872689,3.412599410810115,0.8095826689185721,2025-01-25 20:10:15,Night
V173,Truck,102,634,810,1,V2I,Slice2,eMBB,242,97,Simulated Annealing,49,38,0.7958868689210502,0.5347978118529384,10,-83,21,Rain,128,14,6.4082592468380515,1.7849359640394717,0.99385562484092,2025-01-25 19:28:52,Morning
V174,Truck,105,320,883,0,V2V,Slice3,URLLC,264,181,Genetic Algorithm,42,28,0.7976838767241331,0.719000226390822,8,-61,84,Clear,98,34,8.375578618532986,1.5320356580341392,0.9450231222302442,2025-01-25 11:26:30,Afternoon
V175,SUV,91,354,283,0,V2X,Slice2,mMTC,99,136,Simulated Annealing,35,31,0.9964460777675195,0.49541542498020863,7,-64,34,Fog,55,18,6.955850590169614,2.011293852299065,0.9524342246772035,2025-01-25 17:47:56,Morning
V176,Truck,74,285,303,0,V2V,Slice1,eMBB,151,76,Reinforcement Learning,56,20,0.8415219488810922,0.9953822274929642,4,-63,38,Snow,98,15,9.107662511534597,4.279930547019306,0.9551261538516185,2025-01-25 08:18:09,Afternoon
V177,Sedan,86,725,691,0,V2X,Slice3,URLLC,185,53,Reinforcement Learning,57,45,0.7694895974616691,0.7578106633571191,3,-87,95,Snow,50,32,7.061491191339577,0.33665197914167944,0.919632384055157,2025-01-25 19:24:53,Evening
V178,Motorcycle,83,139,846,0,V2X,Slice2,mMTC,253,76,Genetic Algorithm,71,28,0.9164607898208299,0.7063922278482491,5,-76,56,Rain,88,41,8.91005668514898,2.872303321569723,0.8512856735034158,2025-01-25 04:09:29,Night
V179,Truck,101,33,380,0,V2I,Slice1,eMBB,118,188,Genetic Algorithm,25,13,0.9251828084963525,0.951130042947776,7,-89,68,Fog,102,24,8.856278838880737,3.6742010480185088,0.8338269668957785,2025-01-25 16:16:38,Night
V180,Motorcycle,21,329,420,0,V2V,Slice3,mMTC,104,87,Simulated Annealing,38,24,0.8138780777951002,0.5801389108821464,5,-68,64,Fog,48,19,9.90339040653824,3.120921463953692,0.9283346289238602,2025-01-25 03:09:55,Evening
V181,SUV,52,986,914,0,V2V,Slice2,mMTC,92,102,Genetic Algorithm,40,15,0.936091584368577,0.5369197159779397,8,-71,30,Clear,99,17,7.97772212873703,2.676896114080937,0.8457703029869266,2025-01-25 02:16:29,Night
V182,Truck,58,387,150,0,V2V,Slice1,eMBB,140,206,Reinforcement Learning,71,30,0.9609791254776883,0.7819158111297082,1,-87,46,Snow,112,46,6.638692383682917,3.11083317696363,0.9700883265142606,2025-01-25 07:51:46,Evening
V183,Sedan,84,421,693,1,V2I,Slice3,mMTC,286,87,Reinforcement Learning,71,10,0.9488986222968298,0.9445143646077973,3,-79,89,Rain,87,49,9.172308587919481,1.7706270045749868,0.7684798932974785,2025-01-25 06:17:58,Night
V184,SUV,84,935,976,1,V2V,Slice3,URLLC,170,208,Reinforcement Learning,99,13,0.7217059761004573,0.7899172446657702,10,-89,89,Snow,89,45,8.989140790632273,2.1237142058997844,0.933833386264352,2025-01-25 02:51:00,Evening
V185,Motorcycle,79,508,579,0,V2X,Slice1,eMBB,291,44,Reinforcement Learning,35,25,0.9377053346033469,0.4130799169927384,1,-76,86,Snow,102,37,9.403631947057292,1.940008609144574,0.7717761875035287,2025-01-25 17:52:44,Night
V186,SUV,36,333,767,1,V2I,Slice1,eMBB,70,186,Simulated Annealing,27,38,0.8203637205767726,0.9175671987688061,9,-79,16,Fog,101,40,8.234324109253796,2.9000083985284024,0.8407760917972094,2025-01-25 02:42:39,Evening
V187,SUV,96,413,116,0,V2I,Slice3,mMTC,224,103,Genetic Algorithm,54,35,0.7320030737852898,0.578424310107144,2,-62,98,Clear,72,36,8.635999371006855,4.423490016896866,0.7256117188012284,2025-01-25 10:49:51,Night
V188,Sedan,116,876,338,1,V2X,Slice3,mMTC,240,234,Reinforcement Learning,14,41,0.9676682411628139,0.9214792185559273,5,-76,82,Fog,42,21,9.853502830788477,2.363632028897051,0.8488673567937428,2025-01-25 23:18:04,Afternoon
V189,Sedan,110,579,576,0,V2V,Slice1,mMTC,220,223,Simulated Annealing,14,29,0.8467970251793155,0.9889259476258272,3,-71,66,Fog,104,30,6.0642512752017215,2.0257127734049525,0.8581932996737017,2025-01-25 10:17:19,Afternoon
V190,Truck,77,307,803,0,V2I,Slice2,mMTC,214,107,Simulated Annealing,16,10,0.9631071780010692,0.790796304773751,7,-87,68,Clear,75,36,8.671633100204929,3.3880147938347145,0.754104932823012,2025-01-25 01:14:08,Afternoon
V191,Sedan,50,384,682,1,V2V,Slice3,mMTC,126,198,Genetic Algorithm,18,26,0.8795793699630061,0.5683993848928759,3,-63,92,Rain,59,37,7.841564344935666,0.9908099844801893,0.7974596814655912,2025-01-25 09:45:51,Afternoon
V192,Truck,115,748,890,1,V2I,Slice3,eMBB,239,109,Simulated Annealing,84,13,0.7976130067163165,0.5355063415708027,5,-81,58,Clear,63,41,7.644548834716643,4.461713567197671,0.7636306723754274,2025-01-25 15:24:20,Morning
V193,Motorcycle,25,925,565,1,V2V,Slice1,mMTC,260,88,Reinforcement Learning,72,45,0.8733864888326404,0.8227050478742893,2,-67,88,Clear,132,17,7.19483090289595,3.7845637472295928,0.8289902223074861,2025-01-25 09:41:01,Afternoon
V194,SUV,70,953,490,1,V2X,Slice2,URLLC,108,97,Genetic Algorithm,66,45,0.9873959981316927,0.4322599845924244,2,-82,91,Snow,73,47,8.903725679983697,1.7490457295427801,0.8913671732176991,2025-01-25 16:33:33,Afternoon
V195,Sedan,69,761,596,0,V2I,Slice2,eMBB,236,243,Genetic Algorithm,68,29,0.8866451579504095,0.7901014917271619,9,-83,28,Rain,44,28,6.460535906947557,1.0417791337508453,0.7426324089129906,2025-01-25 01:08:44,Night
V196,Truck,86,220,518,0,V2X,Slice1,mMTC,190,59,Simulated Annealing,45,27,0.9442395177476122,0.5855427746703156,3,-75,42,Clear,144,29,6.917009853876757,3.1978597961015742,0.818372616280647,2025-01-25 15:07:57,Afternoon
V197,SUV,112,949,473,1,V2V,Slice2,URLLC,299,242,Genetic Algorithm,72,48,0.9594397102927167,0.4016105389469113,7,-81,98,Snow,122,44,7.285035074693087,4.795927457468768,0.8639794229420927,2025-01-25 13:03:40,Morning
V198,Motorcycle,75,122,211,1,V2I,Slice1,eMBB,263,133,Simulated Annealing,99,13,0.8173965638585972,0.7801119575673963,9,-87,8,Rain,99,21,6.810619159062792,4.372785563945379,0.9393249003169369,2025-01-25 10:34:03,Afternoon
V199,Truck,30,689,897,0,V2X,Slice1,mMTC,223,37,Reinforcement Learning,22,22,0.746980093589619,0.7491605192323532,4,-75,9,Rain,137,41,6.58359083083973,0.3860885944448955,0.8867348449815291,2025-01-25 00:43:40,Morning
V200,Sedan,109,195,856,0,V2V,Slice3,eMBB,81,129,Reinforcement Learning,28,35,0.9926799472652581,0.7172682842117877,2,-62,57,Rain,105,17,7.941996700997416,1.3885178368432154,0.9471099195488419,2025-01-25 16:41:02,Evening
V201,Truck,119,973,749,1,V2X,Slice1,mMTC,116,91,Reinforcement Learning,19,18,0.9665630926045758,0.5492034125059935,3,-86,79,Fog,82,13,6.472955910192418,3.436706678504952,0.7209509344311206,2025-01-25 14:09:27,Morning
V202,Truck,26,941,197,1,V2X,Slice3,eMBB,250,44,Reinforcement Learning,84,30,0.8778372454508785,0.9487890652787171,8,-67,94,Rain,51,10,7.227403283742018,2.7135173395761902,0.7558597834931943,2025-01-25 20:50:32,Evening
V203,SUV,69,900,29,0,V2I,Slice3,URLLC,279,231,Simulated Annealing,39,25,0.9838008002725521,0.41925079887138933,10,-68,78,Snow,114,48,9.629520498781266,0.9733321674657419,0.9776472725297487,2025-01-25 22:20:16,Evening
V204,Motorcycle,77,97,868,1,V2V,Slice1,eMBB,161,91,Simulated Annealing,45,35,0.8836675033439415,0.4663825558352731,1,-70,82,Clear,101,37,8.185209722045643,4.330309195283011,0.898731027110494,2025-01-25 01:54:42,Evening
V205,SUV,53,653,864,1,V2X,Slice3,URLLC,200,79,Genetic Algorithm,13,47,0.8866225171773717,0.6331083177626221,7,-89,19,Fog,125,24,8.077519218646461,4.828594138846327,0.8235182574229377,2025-01-25 11:22:51,Morning
